"hero","mini1","mini2","mini3","mini4","mini5","classes","sum","deck_cost","is_available","score"
"wave master","barbarian","hog rider","prince","dark prince","sailor","clan2,rider4,royal2,sea2",10,20,FALSE,13.8
"natureborn","barbarian","hog rider","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.9
"monk","barbarian","hog rider","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.4
"战争机器","barbarian","hog rider","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.5
"sheld maiden","barbarian","hog rider","healing ranger","dark prince","公主","clan2,ranger2,rider2,royal2,saint2",10,21,FALSE,14
"barbarian king","barbarian","hog rider","witch","dark prince","皇家幽灵","clan4,rider2,royal2,undead2",10,20,FALSE,14
"countess","barbarian","hog rider","magic archer","dark prince","公主","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,14.1
"natureborn","barbarian","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,16.1
"monk","barbarian","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.600000000000001
"战争机器","barbarian","hog rider","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,14.700000000000001
"royal champion","barbarian","prince","witch","dark prince","皇家幽灵","clan2,rider2,royal4,undead2",10,21,FALSE,14.5
"wave master","barbarian","prince","witch","sailor","皇家幽灵","clan2,rider2,royal2,sea2,undead2",10,20,FALSE,14.4
"barbarian king","barbarian","healing ranger","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14
"sheld maiden","barbarian","healing ranger","witch","皇家幽灵","公主","clan2,ranger2,royal2,saint2,undead2",10,21,FALSE,14.6
"skeleton king","barbarian","healing ranger","witch","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,22,FALSE,14.7
"skeleton king","barbarian","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,20,FALSE,14.5
"countess","barbarian","witch","magic archer","皇家幽灵","公主","clan2,ranger2,rogue2,royal2,undead2",10,22,FALSE,14.700000000000001
"wave master","barbarian","witch","dark prince","sailor","皇家幽灵","clan2,rider2,royal2,sea2,undead2",10,20,FALSE,14.6
"natureborn","barbarian","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,16.7
"monk","barbarian","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,15.200000000000001
"战争机器","barbarian","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,15.3
"natureborn","spear goblin","dagger goblin","archer","wizard","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,18,FALSE,13.4
"natureborn","spear goblin","dagger goblin","battle healer","wizard","战斗拳手","clan2,goblin2,mage2,saint2,specialist2",10,20,FALSE,13.4
"natureborn","spear goblin","dagger thrower","wizard","villager","dart golbin","clan2,goblin2,mage2,ranger2,specialist2",10,17,TRUE,13.2
"natureborn","spear goblin","mini PEKKA","archer","wizard","dart golbin","clan2,goblin2,mage2,ranger2,specialist2",10,17,TRUE,13
"natureborn","spear goblin","archer","bowler","wizard","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,19,FALSE,13.5
"archer queen","spear goblin","archer","battle healer","dart golbin","healing ranger","clan2,goblin2,ranger4,saint2",10,18,TRUE,12.7
"natureborn","spear goblin","archer","battle healer","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,14.9
"monk","spear goblin","archer","battle healer","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,13.4
"战争机器","spear goblin","archer","battle healer","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,13.5
"natureborn","spear goblin","archer","wizard","villager","dart golbin","clan2,goblin2,mage2,ranger2,specialist2",10,17,TRUE,14.5
"natureborn","spear goblin","archer","wizard","dart golbin","PEKKA","clan2,goblin2,mage2,ranger2,specialist2",10,18,TRUE,13.3
"natureborn","spear goblin","archer","wizard","dart golbin","幻术大师","clan2,goblin2,mage2,ranger2,specialist2",10,16,FALSE,14.7
"natureborn","spear goblin","archer","wizard","dart golbin","战斗拳手","clan2,goblin2,mage2,ranger2,specialist2",10,19,FALSE,15.1
"natureborn","spear goblin","archer","wizard","dart golbin","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,19,FALSE,15.1
"natureborn","spear goblin","archer","wizard","dart golbin","扫地小僧","clan2,goblin2,mage2,ranger2,specialist2",10,17,FALSE,13.5
"natureborn","spear goblin","archer","wizard","healing ranger","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,19,FALSE,15.1
"natureborn","spear goblin","archer","wizard","幻术大师","magic archer","clan2,mage2,ranger2,rogue2,specialist2",10,17,FALSE,14.9
"barbarian king","spear goblin","archer","musketeer","dart golbin","公主","clan2,goblin2,ranger4,royal2",10,19,FALSE,13.2
"natureborn","spear goblin","archer","villager","dart golbin","ice wizard","clan2,goblin2,mage2,ranger2,specialist2",10,16,TRUE,13.3
"countess","spear goblin","archer","villager","dart golbin","幻术大师","clan2,goblin2,ranger2,rogue2,specialist2",10,16,FALSE,12.9
"natureborn","spear goblin","archer","villager","dart golbin","electro wizard","clan2,goblin2,mage2,ranger2,specialist2",10,18,FALSE,13.4
"sheld maiden","spear goblin","archer","villager","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,19,FALSE,13.4
"natureborn","spear goblin","archer","villager","dart golbin","风暴法师","clan2,goblin2,mage2,ranger2,specialist2",10,17,FALSE,13.5
"natureborn","spear goblin","archer","villager","dart golbin","狱塔护法","clan2,goblin2,mage2,ranger2,specialist2",10,19,FALSE,13.5
"archer queen","spear goblin","archer","villager","dart golbin","飞斧屠夫","clan2,goblin2,ranger4,specialist2",10,19,FALSE,13.3
"royal champion","spear goblin","archer","hog rider","prince","dart golbin","clan2,goblin2,ranger2,rider2,royal2",10,18,TRUE,13.1
"royal champion","spear goblin","archer","hog rider","dart golbin","dark prince","clan2,goblin2,ranger2,rider2,royal2",10,18,FALSE,13.3
"wave master","spear goblin","archer","hog rider","dart golbin","sailor","clan2,goblin2,ranger2,rider2,sea2",10,17,FALSE,13.2
"barbarian king","spear goblin","archer","prince","dart golbin","dark prince","clan2,goblin2,ranger2,rider2,royal2",10,19,FALSE,13.2
"royal champion","spear goblin","archer","dart golbin","witch","皇家幽灵","clan2,goblin2,ranger2,royal2,undead2",10,18,FALSE,13.9
"natureborn","spear goblin","bowler","battle healer","wizard","战斗拳手","clan2,goblin2,mage2,saint2,specialist2",10,21,FALSE,13.5
"natureborn","spear goblin","battle healer","wizard","dart golbin","healing ranger","clan2,goblin2,mage2,ranger2,saint2",10,19,TRUE,14.7
"grand warden","spear goblin","battle healer","wizard","dart golbin","healing ranger","clan2,goblin2,mage2,ranger2,saint2",10,19,TRUE,13.2
"natureborn","spear goblin","battle healer","wizard","dart golbin","战斗拳手","clan2,goblin2,mage2,saint2,specialist2",10,21,FALSE,15.1
"natureborn","spear goblin","battle healer","wizard","dart golbin","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,21,FALSE,15.1
"natureborn","spear goblin","battle healer","wizard","healing ranger","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.1
"natureborn","spear goblin","battle healer","villager","dart golbin","healing ranger","clan2,goblin2,ranger2,saint2,specialist2",10,19,TRUE,14.7
"monk","spear goblin","battle healer","villager","dart golbin","healing ranger","clan2,goblin2,ranger2,saint2,specialist2",10,19,TRUE,13.2
"战争机器","spear goblin","battle healer","villager","dart golbin","healing ranger","clan2,goblin2,ranger2,saint2,specialist2",10,19,FALSE,13.3
"archer queen","spear goblin","battle healer","villager","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,21,FALSE,13.3
"sheld maiden","spear goblin","battle healer","villager","dart golbin","飞斧屠夫","clan2,goblin2,ranger2,saint2,specialist2",10,21,FALSE,13.4
"skeleton king","spear goblin","battle healer","dart golbin","healing ranger","witch","clan2,goblin2,ranger2,saint2,undead2",10,19,TRUE,13.5
"barbarian king","spear goblin","battle healer","dart golbin","战斗拳手","飞斧屠夫","clan2,goblin2,ranger2,saint2,specialist2",10,23,FALSE,13.8
"natureborn","spear goblin","wizard","musketeer","villager","dart golbin","clan2,goblin2,mage2,ranger2,specialist2",10,18,TRUE,14.7
"natureborn","spear goblin","wizard","musketeer","villager","公主","clan2,mage2,ranger2,royal2,specialist2",10,20,FALSE,15.100000000000001
"natureborn","spear goblin","wizard","villager","prince","dark prince","clan2,mage2,rider2,royal2,specialist2",10,20,FALSE,15.1
"natureborn","spear goblin","wizard","villager","dart golbin","healing ranger","clan2,goblin2,mage2,ranger2,specialist2",10,18,TRUE,14.9
"natureborn","spear goblin","wizard","villager","dart golbin","magic archer","clan2,goblin2,mage2,ranger2,specialist2",10,19,TRUE,15.1
"natureborn","spear goblin","wizard","villager","dart golbin","公主","clan2,goblin2,mage2,ranger2,specialist2",10,20,FALSE,15.3
"natureborn","spear goblin","wizard","villager","dart golbin","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,20,FALSE,15.3
"grand warden","spear goblin","wizard","villager","dart golbin","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,20,FALSE,13.8
"natureborn","spear goblin","wizard","hog rider","dart golbin","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,20,FALSE,15.3
"natureborn","spear goblin","wizard","valkyrie","dart golbin","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,20,FALSE,14.1
"natureborn","spear goblin","wizard","dart golbin","healing ranger","战斗拳手","goblin2,mage2,ranger2,saint2,specialist2",10,20,FALSE,15.5
"natureborn","spear goblin","wizard","dart golbin","幻术大师","magic archer","goblin2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,15.3
"natureborn","spear goblin","wizard","dart golbin","giant","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,21,FALSE,14.2
"natureborn","spear goblin","wizard","dart golbin","witch","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,20,FALSE,15.7
"barbarian king","spear goblin","musketeer","hog rider","prince","dart golbin","clan2,goblin2,ranger2,rider2,royal2",10,19,TRUE,13
"barbarian king","spear goblin","musketeer","hog rider","dart golbin","dark prince","clan2,goblin2,ranger2,rider2,royal2",10,19,FALSE,13.2
"royal champion","spear goblin","musketeer","prince","dart golbin","dark prince","goblin2,ranger2,rider2,royal4",10,20,FALSE,13.7
"wave master","spear goblin","musketeer","prince","dart golbin","sailor","goblin2,ranger2,rider2,royal2,sea2",10,19,FALSE,13.6
"sheld maiden","spear goblin","musketeer","dart golbin","healing ranger","公主","goblin2,ranger4,royal2,saint2",10,20,FALSE,13.8
"barbarian king","spear goblin","musketeer","dart golbin","witch","皇家幽灵","clan2,goblin2,ranger2,royal2,undead2",10,19,FALSE,13.8
"countess","spear goblin","musketeer","dart golbin","magic archer","公主","goblin2,ranger4,rogue2,royal2",10,21,FALSE,13.9
"wave master","spear goblin","musketeer","dart golbin","dark prince","sailor","goblin2,ranger2,rider2,royal2,sea2",10,19,FALSE,13.8
"natureborn","spear goblin","musketeer","dart golbin","公主","飞斧屠夫","goblin2,ranger4,royal2,specialist2",10,22,FALSE,15.9
"monk","spear goblin","musketeer","dart golbin","公主","飞斧屠夫","goblin2,ranger4,royal2,specialist2",10,22,FALSE,14.4
"战争机器","spear goblin","musketeer","dart golbin","公主","飞斧屠夫","goblin2,ranger4,royal2,specialist2",10,22,FALSE,14.5
"wave master","spear goblin","swordman","dart golbin","幻术大师","飞斧屠夫","goblin2,ranger2,rogue2,sea2,specialist2",10,19,FALSE,13.8
"barbarian king","spear goblin","villager","dart golbin","healing ranger","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,13.6
"barbarian king","spear goblin","villager","dart golbin","幻术大师","magic archer","clan2,goblin2,ranger2,rogue2,specialist2",10,18,FALSE,13.4
"skeleton king","spear goblin","villager","dart golbin","witch","飞斧屠夫","clan2,goblin2,ranger2,specialist2,undead2",10,20,FALSE,14.1
"barbarian king","spear goblin","hog rider","prince","dart golbin","公主","clan2,goblin2,ranger2,rider2,royal2",10,21,FALSE,13.6
"barbarian king","spear goblin","hog rider","dart golbin","dark prince","公主","clan2,goblin2,ranger2,rider2,royal2",10,21,FALSE,13.8
"sheld maiden","spear goblin","prince","dart golbin","healing ranger","dark prince","goblin2,ranger2,rider2,royal2,saint2",10,20,FALSE,13.799999999999999
"countess","spear goblin","prince","dart golbin","magic archer","dark prince","goblin2,ranger2,rider2,rogue2,royal2",10,21,FALSE,13.9
"royal champion","spear goblin","prince","dart golbin","dark prince","公主","goblin2,ranger2,rider2,royal4",10,22,FALSE,14.3
"natureborn","spear goblin","prince","dart golbin","dark prince","飞斧屠夫","goblin2,ranger2,rider2,royal2,specialist2",10,22,FALSE,15.9
"monk","spear goblin","prince","dart golbin","dark prince","飞斧屠夫","goblin2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.4
"战争机器","spear goblin","prince","dart golbin","dark prince","飞斧屠夫","goblin2,ranger2,rider2,royal2,specialist2",10,22,FALSE,14.5
"wave master","spear goblin","prince","dart golbin","sailor","公主","goblin2,ranger2,rider2,royal2,sea2",10,21,FALSE,14.2
"natureborn","spear goblin","dart golbin","healing ranger","ice wizard","战斗拳手","goblin2,mage2,ranger2,saint2,specialist2",10,19,FALSE,14.3
"countess","spear goblin","dart golbin","healing ranger","幻术大师","战斗拳手","goblin2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.9
"natureborn","spear goblin","dart golbin","healing ranger","electro wizard","战斗拳手","goblin2,mage2,ranger2,saint2,specialist2",10,21,FALSE,14.4
"natureborn","spear goblin","dart golbin","healing ranger","战斗拳手","风暴法师","goblin2,mage2,ranger2,saint2,specialist2",10,20,FALSE,14.5
"natureborn","spear goblin","dart golbin","healing ranger","战斗拳手","狱塔护法","goblin2,mage2,ranger2,saint2,specialist2",10,22,FALSE,14.5
"archer queen","spear goblin","dart golbin","healing ranger","战斗拳手","飞斧屠夫","goblin2,ranger4,saint2,specialist2",10,22,FALSE,14.3
"natureborn","spear goblin","dart golbin","ice wizard","幻术大师","magic archer","goblin2,mage2,ranger2,rogue2,specialist2",10,17,FALSE,14.1
"natureborn","spear goblin","dart golbin","幻术大师","magic archer","electro wizard","goblin2,mage2,ranger2,rogue2,specialist2",10,19,FALSE,14.2
"sheld maiden","spear goblin","dart golbin","幻术大师","magic archer","战斗拳手","goblin2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14.2
"natureborn","spear goblin","dart golbin","幻术大师","magic archer","风暴法师","goblin2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,14.3
"natureborn","spear goblin","dart golbin","幻术大师","magic archer","狱塔护法","goblin2,mage2,ranger2,rogue2,specialist2",10,20,FALSE,14.3
"archer queen","spear goblin","dart golbin","幻术大师","magic archer","飞斧屠夫","goblin2,ranger4,rogue2,specialist2",10,20,FALSE,14.1
"barbarian king","spear goblin","dart golbin","witch","皇家幽灵","公主","clan2,goblin2,ranger2,royal2,undead2",10,21,FALSE,14.4
"wave master","spear goblin","dart golbin","dark prince","sailor","公主","goblin2,ranger2,rider2,royal2,sea2",10,21,FALSE,14.4
"natureborn","dagger goblin","dagger thrower","wizard","villager","dart golbin","clan2,goblin2,mage2,ranger2,specialist2",10,17,TRUE,13.2
"natureborn","dagger goblin","mini PEKKA","archer","wizard","dart golbin","clan2,goblin2,mage2,ranger2,specialist2",10,17,TRUE,13
"natureborn","dagger goblin","archer","bowler","wizard","飞斧屠夫","clan2,goblin2,mage2,ranger2,specialist2",10,19,FALSE,13.5
"archer queen","dagger goblin","archer","battle healer","dart golbin","healing ranger","clan2,goblin2,ranger4,saint2",10,18,TRUE,12.7
"natureborn","dagger goblin","archer","battle healer","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,14.9
"monk","dagger goblin","archer","battle healer","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,13.4
"战争机器","dagger goblin","archer","battle healer","dart golbin","战斗拳手","clan2,goblin2,ranger2,saint2,specialist2",10,20,FALSE,13.5
